Order ID,Order Date,Customer Name,Product Category,Region,Sales Channel,Units Sold,Unit Price,Order Notes,Revenue
41680,2021-03-15,Sean Kent,Books,South,Online,2,4485,Lay see worker second need another thank.,8970
41681,2023-09-20,William Michael,Clothing,North,Retail,57,4879,Officer view no green option hundred quickly even compare range sound before.,278103
41682,2021-03-10,Catherine Lewis,Furniture,North,Online,48,2991,Become trip black give notice rate smile travel laugh.,143568
41683,2021-11-20,Michele Garcia,Furniture,South,Online,87,700,Security Mr whom affect significant bed send simple life.,60900
41684,2024-01-24,Catherine Gibson,Books,North,Retail,7,644,Test whatever discussion break true effect statement.,4508
41685,2020-11-03,Angela Williams,Toys,North,Retail,68,67,Author writer everybody enter well size leg our training force.,4556
41686,2023-01-23,Steven Walker,Books,North,Wholesale,34,1156,Project drive whose sort age I rock dinner would decade.,39304
41687,2021-02-12,Robert Salazar,Furniture,South,Wholesale,89,941,Mrs method charge western international husband cover.,83749
41688,2022-04-05,Leah Bell,Electronics,North,Wholesale,3,2765,Member decide window avoid you peace as final.,8295
41689,2023-04-06,Trevor Bartlett,Clothing,West,Online,25,743,Begin everybody point push your TV whatever hit explain return human find.,18575
41690,2020-03-27,Kyle Prince,Toys,South,Wholesale,5,4928,Someone old mean ask line chance what eye.,24640
41691,2020-01-03,Corey Drake,Footwear,South,Wholesale,69,2256,Act house opportunity news call financial.,155664
41692,2021-01-06,Sheena Harmon,Books,West,Online,94,4821,Per whom attack election southern south price tax modern determine company beyond huge.,453174
41693,2024-03-31,Amber Paul,Books,West,Retail,11,4999,Allow model detail life finally different usually home.,54989
41694,2021-10-03,Robert Johnson,Electronics,West,Wholesale,39,242,Popular free community no political dinner watch fly rather or statement.,9438
41695,2022-11-12,Andrew Harris,Clothing,East,Online,67,1975,Fine property safe whose cut responsibility which source.,132325
41696,2020-04-07,Melissa Harris,Books,North,Online,15,1059,Leader hard car main analysis growth section either interview culture whole.,15885
41697,2021-10-31,Hunter Robertson,Toys,South,Wholesale,91,1133,Down better may begin fact main customer chair.,103103
41698,2024-03-25,Karen Velasquez,Clothing,South,Wholesale,67,1526,Current democratic hear image south government.,102242
41699,2020-11-16,Miranda Pope,Clothing,East,Wholesale,99,2648,Bed center cut soldier room day physical a suggest hear toward million your.,262152
41700,2021-06-17,Jocelyn Smith,Toys,North,Wholesale,63,1463,Possible together many tax sing data old table star station.,92169
41701,2022-03-30,Joseph Gallegos,Furniture,North,Online,4,3784,Foot industry idea senior kid few morning small.,15136
41702,2021-01-01,Richard Dominguez,Books,South,Wholesale,84,3393,Quality example single financial tonight now history since same lawyer.,285012
41703,2023-04-22,Matthew Vance,Furniture,North,Retail,79,3752,Form issue walk call reflect teach.,296408
41704,2021-02-20,Laura Carter,Clothing,West,Retail,69,550,Machine generation once mouth home girl increase.,37950
41705,2021-12-29,Meghan Melton,Books,North,Online,26,3025,Find design open light agreement determine third yet room list prevent feeling.,78650
41706,2023-05-22,Dr. Kayla Johnston MD,Groceries,North,Retail,66,778,Animal debate building sister near environmental point ball this.,51348
41707,2022-04-27,Robert Hill,Groceries,South,Wholesale,41,4803,Including institution media site effort machine very piece.,196923
41708,2021-10-31,Megan Alexander,Electronics,South,Online,9,3552,Choice view technology rule soldier west three.,31968
41709,2023-05-18,Laura Wood,Toys,West,Retail,54,2807,North news property soldier score benefit.,151578
41710,2020-05-12,Brandon Hudson,Furniture,North,Retail,71,850,Type board see end rate generation hour responsibility.,60350
41711,2020-02-22,Antonio Mitchell,Toys,West,Wholesale,2,2115,Score compare despite purpose deep five near we cover machine chance.,4230
41712,2022-01-10,Sandy Chan,Clothing,North,Wholesale,85,1768,Tend for experience television do figure side member drop same which price.,150280
41713,2021-11-25,Timothy Soto,Groceries,North,Online,52,685,Decision boy fine chance see almost audience heart.,35620
41714,2020-01-23,Charles Adams,Books,West,Wholesale,70,4120,Yes stand get forget no serious operation and door say leader measure leader.,288400
41715,2023-02-03,Jordan Chavez,Toys,South,Retail,18,114,Whether past other player air myself should president your join soldier but.,2052
41716,2024-06-14,Phillip Smith,Toys,East,Wholesale,17,4513,Card good artist meeting something machine add low others.,76721
41717,2021-04-04,Melissa Allen,Clothing,North,Retail,78,3598,Market you over add deep color without human measure do.,280644
41718,2021-10-11,Jeffrey Adkins,Toys,West,Wholesale,92,4798,Near fight key among campaign indicate hold cultural black start majority.,441416
41719,2021-04-26,Chad Reilly,Electronics,East,Wholesale,22,2604,Bit good water prove program travel look too many effect also into pick.,57288
41720,2020-04-29,Kathleen Navarro,Clothing,North,Wholesale,16,1063,Network kitchen candidate wife church away develop operation arrive yourself.,17008
41721,2021-11-03,Lisa Hill,Footwear,North,Retail,5,1068,Fine name measure kid section pick account allow society make away.,5340
41722,2020-07-26,Robert Dominguez,Electronics,North,Wholesale,60,692,Add involve way movement the religious long PM politics say ahead employee.,41520
41723,2020-11-13,Laura Bennett,Footwear,East,Wholesale,67,1547,Quite read team fill sit meet sure technology Congress property us structure around.,103649
41724,2020-12-03,Robert Mason,Clothing,West,Wholesale,56,1616,Work product resource action short operation various.,90496
41725,2020-06-03,Amy Marshall,Books,South,Retail,79,1098,Popular threat force feeling care word.,86742
41726,2022-05-17,Wendy Phillips,Footwear,South,Retail,34,3673,Election include only instead agree wife during upon call near lay.,124882
41727,2023-03-24,Aaron Wilkins,Furniture,South,Retail,68,1091,Sound point reality continue adult fly.,74188
41728,2021-01-28,Maria Moore,Groceries,East,Retail,42,1833,Attack face popular each notice customer rest since enter effect investment member.,76986
41729,2021-05-19,Laura Garcia,Clothing,South,Online,45,2201,Investment agent send road fine crime compare traditional will long few lawyer.,99045
41730,2022-08-28,Sarah Smith,Clothing,North,Retail,30,2983,Guess sound although each attack one seem fact learn usually our right.,89490
41731,2020-11-08,Wendy Morgan,Books,West,Retail,81,3307,Place student seat maintain modern where throughout exist value recent.,267867
41732,2023-07-06,Kim Ross,Books,North,Retail,68,4688,Choose teach call to owner standard nation present now image just.,318784
41733,2023-03-26,Charles Noble,Groceries,East,Retail,49,4389,Participant world floor treat more road day air beyond whose offer certain life.,215061
41734,2020-01-14,Debra Bray,Clothing,South,Wholesale,59,2970,Month glass he upon issue body effect rich director.,175230
41735,2020-03-17,Michael Rodriguez,Books,South,Online,4,3541,Exactly or home detail record world.,14164
41736,2023-09-24,Brad Kramer,Furniture,East,Wholesale,85,1670,Personal be nothing wind speak fact case opportunity data much to.,141950
41737,2021-02-12,Stephanie Patel,Electronics,West,Retail,39,1194,His although system instead necessary tonight Mrs far arm right.,46566
41738,2021-01-28,Jo Allen,Electronics,North,Wholesale,80,2349,Soon generation tend statement include choice next.,187920
41739,2020-08-07,Angela Smith,Books,East,Online,97,3446,Keep simple clear quality Mr become apply stuff feeling bring financial.,334262
41740,2022-01-13,Derrick Fox MD,Groceries,North,Online,69,1851,Democrat fight seem year leader enter war.,127719
41741,2021-03-08,Shane Carter,Footwear,North,Online,88,4698,Style television exactly let believe question by leave commercial indeed machine.,413424
41742,2022-03-16,William Hayden,Books,North,Online,17,1843,Bring who which whole black land only mission travel wind meet very appear.,31331
41743,2024-01-18,Nicholas Tate,Books,North,Retail,25,3441,However interesting newspaper edge per national itself case meet chance parent yard trip.,86025
41744,2023-03-09,Rachel Black,Electronics,South,Online,65,1628,Write chair can sing party among expert reflect.,105820
41745,2022-09-14,Beth Good,Books,West,Retail,9,292,Today interview although can true similar hope policy social in fight strategy.,2628
41746,2024-03-01,Richard Walker,Groceries,South,Online,73,3454,Economic six network thousand again nearly identify hot say.,252142
41747,2021-10-15,John Bowers,Electronics,East,Online,94,4414,Much office draw seek president final charge might country.,414916
41748,2022-03-27,Edwin Brown,Toys,East,Online,33,1112,Senior discuss suffer white may me base call rock subject popular travel price.,36696
41749,2024-04-02,Juan Lloyd,Footwear,South,Online,40,4616,Hear yet fight through experience middle wonder ahead trouble respond give.,184640
41750,2022-01-24,Timothy Robinson,Electronics,North,Online,20,548,Foot lead nor these reach chance never bed thought role thousand.,10960
41751,2021-11-06,Kimberly Williams,Electronics,South,Online,90,4801,Relationship former pressure focus oil such bar nice fly nice body firm.,432090
41752,2022-04-11,Mitchell May,Furniture,West,Retail,98,3775,Argue maybe including instead Congress young college car anything gun arrive.,369950
41753,2023-01-24,Sean Johnson,Footwear,,Wholesale,22,3742,Discover include town minute respond should challenge only statement piece.,82324
41754,2020-01-28,Joanna Peterson,Clothing,North,Wholesale,54,4118,Follow include threat animal take western lead maintain conference rest well same.,222372
41755,2022-09-14,Kelly Ford,Books,South,Wholesale,33,2138,Everyone first soon measure sure thus.,70554
41756,2023-06-07,Donna Duran,Footwear,South,Wholesale,85,2487,Wrong area between return budget research yes measure office risk require.,211395
41757,2021-02-19,Joshua Norton,Furniture,North,Wholesale,94,950,Politics state establish win determine fact just particular show.,89300
41758,2024-01-19,Taylor Nguyen,Books,North,Wholesale,14,4334,Phone produce season join able trip human body see meet still half.,60676
41759,2020-01-25,Linda Rosario,Groceries,East,Wholesale,51,3489,Bank indeed offer way join which choice kid.,177939
41760,2023-11-28,Gabriel Mcdonald,Toys,East,Retail,61,4301,Fund world picture anything size factor mouth its administration player box age continue.,262361
41761,2021-11-03,Hannah Torres,Clothing,East,Online,98,2430,Particular despite section weight similar woman moment individual deep should.,238140
41762,2021-06-25,Misty Cole,Books,North,Retail,41,369,Information add those surface board worry conference movement.,15129
41763,2020-06-13,Melissa Russell,Books,East,Wholesale,93,1837,Condition the against office sport worry she military.,170841
41764,2020-07-26,Paul Turner,Footwear,South,Online,74,2842,Itself concern want produce two before.,210308
41765,2022-08-06,Amanda Bradley,Clothing,West,Retail,32,4040,Art yet push would his leader deep crime where.,129280
41766,2022-09-11,Sean Cole,Groceries,East,Retail,29,664,Really enough reveal future job ago book western memory low.,19256
41767,2021-09-05,Robert James,Groceries,South,Online,80,3204,Quite pressure across camera me establish past song same sense.,256320
41768,2021-01-07,David Smith,Books,West,Wholesale,58,237,Total step ago let young eat perform fact front look poor white recently.,13746
41769,2021-09-09,Billy Flynn,Clothing,South,Wholesale,47,1533,Sort by surface use various window bar as.,72051
41770,2020-03-09,Michelle Ramirez,Electronics,West,Online,90,2931,Forget her identify week behind single senior door.,263790
41771,2024-03-23,Peter Brennan,Footwear,North,Wholesale,52,3546,Rate help suggest might outside dark inside process eat.,184392
41772,2023-10-08,Tracey Lewis,Electronics,South,Online,66,89,Religious identify seat official voice get measure theory.,5874
41773,2020-04-10,Tammy Waller,Toys,North,Wholesale,79,515,Rule step issue bed month interest into around vote paper debate whatever.,40685
41774,2020-01-01,Jasmine Pearson,Furniture,North,Retail,17,2526,Decade language statement traditional common every.,42942
41775,2020-12-16,Randy Brown,Footwear,South,Retail,11,1555,Dream hit window religious once six.,17105
41776,2020-01-07,Suzanne Smith,Toys,North,Online,22,2143,Relate others fall return let attack night either past.,47146
41777,2020-11-13,Randy Jimenez,Footwear,South,Retail,94,4269,Word recognize story example beautiful inside past wide amount.,401286
41778,2021-09-14,Susan Martinez,Clothing,South,Retail,21,2350,Learn child future organization town tree lay wrong.,49350
41779,2021-05-23,Thomas Morris,Groceries,East,Wholesale,2,2756,Arm opportunity focus want across doctor bar whom reach before population plant.,5512
41780,2020-07-04,Alexandra Moore,Furniture,West,Retail,76,2689,Memory similar former my suffer manage recent list.,204364
41781,2021-12-28,Joshua Gonzalez,,South,Retail,38,2759,Case report exactly read generation day college fast unit upon gun away according.,104842
41782,2021-04-06,Tracy Logan,Furniture,South,Retail,77,880,Service above pick already focus party.,67760
41783,2020-12-08,Javier Wang,Footwear,West,Retail,77,966,Thus plant himself official help behind free national.,74382
41784,2021-09-26,Jennifer Romero,Groceries,North,Retail,76,2993,Check value opportunity themselves artist either good sense prevent process south show.,227468
41785,2021-12-13,James Rosario,Footwear,North,Online,39,170,Situation newspaper consumer fish hour admit sea loss move black town.,6630
41786,2022-10-28,Nicholas Ellis,Footwear,North,Retail,89,3778,Along section method party middle likely gas.,336242
41787,2021-07-29,Shelly Jenkins,Books,North,Wholesale,8,4189,Firm edge almost generation note main debate reveal.,33512
41788,2020-05-15,Mr. Peter Cervantes,Groceries,North,Online,24,4382,Same task run particular specific hard clearly.,105168
41789,2021-01-17,Breanna Simmons,Clothing,South,Wholesale,23,1359,Capital or member end certain hit pressure believe impact.,31257
41790,2020-07-04,Cynthia Burnett,Furniture,East,Wholesale,59,3783,Almost I people space direction fast.,223197
41791,2021-09-30,Jason Burnett Jr.,Electronics,East,Retail,3,588,Six any price only south could five stay describe.,1764
41792,2022-07-16,Lori Underwood,Books,East,Online,97,1007,Analysis indeed western still night ready experience ball.,97679
41793,2023-10-27,John Mejia,Toys,North,Retail,17,1641,All fish throughout return role letter nearly reduce speak.,27897
41794,2022-08-21,Savannah Ryan,Groceries,West,Wholesale,89,1875,Half seek go impact state make certain evening ten life.,166875
41795,2021-07-14,Andrew Holmes,Electronics,West,Wholesale,18,4979,Friend light ago leave national reason.,89622
41796,2023-04-04,Brandy White,Toys,East,Retail,50,1547,Hold simply week book paper stuff real find foot attack subject.,77350
41797,2022-06-16,Krista Bradley,Toys,South,Wholesale,38,4503,Participant five surface about identify participant know mean among address.,171114
41798,2021-09-30,Sarah Farmer,Toys,North,Wholesale,10,4447,Personal piece message front hot road technology voice arrive property.,44470
41799,2020-11-16,Jacqueline Grant,Furniture,South,Retail,85,3054,Skill benefit military raise visit green often.,259590
41800,2023-03-26,Brandon Montgomery,Books,East,Online,49,3977,Great son better mouth test section her your.,194873
41801,2022-05-07,Paul Clark,Toys,West,Wholesale,31,2768,Put enjoy wear senior successful remember very official.,85808
41802,2022-09-24,James Carroll,Books,South,Online,28,4982,Already which network treatment there you statement suddenly such nothing mother sort detail.,139496
41803,2020-10-11,Christopher Chen,Books,South,Retail,76,2516,Professor usually general manage interest break western husband truth.,191216
41804,2022-11-17,Matthew Wolf,Toys,North,Retail,12,3153,Indeed boy bar too say message experience sit western appear.,37836
41805,2020-12-16,Travis Cruz,Electronics,West,Retail,96,2093,Hospital list consumer if book like.,200928
41806,2020-03-23,Tom Sanders,Toys,West,Wholesale,52,1499,Month adult likely of establish indicate.,77948
41807,2021-10-27,Linda Chen,Furniture,North,Retail,24,1049,Fight eight address which cultural especially concern glass middle join appear know.,25176
41808,2023-10-25,John Torres,Groceries,East,Wholesale,89,2940,Within dinner never degree walk focus.,261660
41809,2021-06-24,Valerie Buchanan,Furniture,East,Retail,70,3185,System thousand southern mind truth everyone happy leader degree increase.,222950
41810,2023-11-19,Joshua Robinson,Books,West,Wholesale,77,1629,Lot floor detail best season worker democratic protect size smile more realize.,125433
41811,2021-04-24,Shane Smith,Furniture,South,Online,65,3256,Picture something strategy author drug these soldier over kind management particular media.,211640
41812,2020-07-31,William Jones,Groceries,South,Wholesale,37,1754,Value huge girl film thousand prove main land with couple live public whatever.,64898
41813,2024-06-25,Lauren Pace,Toys,South,Wholesale,6,1784,Past want role wrong use third heavy after sound.,10704
41814,2022-07-18,Mr. Tristan Shields,Toys,West,Wholesale,42,2991,Thing operation appear better sure reflect voice teacher kind child join raise member.,125622
41815,2020-12-25,Jennifer Moss,Toys,North,Retail,85,588,Million seem although if recently against.,49980
41816,2020-08-01,Shaun Ellis,Furniture,East,Wholesale,2,1733,Rate threat most something ago anyone marriage Congress dream wear.,3466
41817,2020-10-30,Frances Valenzuela,Footwear,North,Online,33,2272,Call yeah upon watch degree agent.,74976
41818,2023-03-24,Carl Garcia,Footwear,South,Wholesale,47,865,Most decision newspaper stand fall soon him consider.,40655
41819,2023-11-04,Brittany Miller,Toys,East,Retail,97,3096,Mission instead concern need network feel then mission response himself black.,300312
41820,2020-07-18,William Hunt,Toys,West,Online,63,2083,Us pass challenge project explain laugh education street official.,131229
41821,2020-08-25,Sydney Hall,Toys,North,Online,9,4400,Money social form their hot value budget operation ability specific season great way.,39600
41822,2021-11-01,Margaret Reed,Books,East,Wholesale,33,3083,Both memory anyone two garden wish point agree seven would American already animal key.,101739
41823,2023-04-05,Michael Campbell,Books,West,Wholesale,58,1781,Country itself pick cost amount line cold type.,103298
41824,2023-06-03,Frank Miller,Groceries,North,Wholesale,31,3475,Too set middle light focus operation about treat investment.,107725
41825,2022-05-28,Kelli Yates,Clothing,East,Wholesale,92,347,Begin chance reduce past house must worker director often doctor baby go against.,31924
41826,2020-09-07,Maurice Sanchez,Footwear,North,Retail,59,4920,Call catch sign raise become short new structure operation alone.,290280
41827,2023-07-27,Samantha Holloway,Furniture,East,Online,42,544,Head glass occur town end particular citizen inside stand artist.,22848
41828,2021-04-20,Omar Reed,Books,East,Wholesale,60,2631,Think own fall option stop safe home air tough bar.,157860
41829,2021-05-12,,Toys,East,Wholesale,86,4215,Least education society why age anything western.,362490
41830,2022-09-04,Aaron Brewer,Furniture,East,Wholesale,59,1573,Husband could full discuss major way.,92807
41831,2024-04-07,Heather Taylor,Groceries,West,Wholesale,50,3603,Someone especially lose economic me war wear.,180150
41832,2022-09-23,Mrs. Caroline Pennington,Electronics,South,Online,14,289,Statement put similar case region house condition major world probably but away test.,4046
41833,2021-12-01,Yolanda Nelson,Electronics,South,Retail,3,98,Too whole true white current must else talk.,294
41834,2023-12-05,Amanda Porter,Toys,South,Online,77,1115,Reduce light worry half clear clear research top eight specific challenge thus that.,85855
41835,2022-02-22,Lori Evans,Toys,North,Online,76,2651,Position child cup on operation world cost second western somebody man understand compare.,201476
41836,2021-03-04,,Books,North,Online,91,4883,Institution small such already hard role degree soldier name bar popular.,444353
41837,2021-06-22,Ralph Harrington,,West,Retail,15,2044,Show major whatever world tell pay.,30660
41838,2022-06-19,Jaime Diaz,Groceries,East,Online,39,427,Analysis management road physical indicate future sort television store firm line.,16653
41839,2024-01-06,David Phillips,Footwear,East,Online,4,755,Father participant enjoy remain concern pattern trade suddenly pick.,3020
41840,2022-08-25,Michael Lyons,Groceries,West,Retail,49,4146,Industry attack maybe general movie really fill apply.,203154
41841,2020-07-28,Alfred Hughes,Furniture,South,Wholesale,62,4546,Important picture once it owner western plant.,281852
41842,2024-04-19,Jo Johns MD,Footwear,West,Retail,16,1452,Hope decision then top fire public product little hope performance job.,23232
41843,2021-05-05,Jerry Hester,Books,South,Wholesale,39,2738,Skill similar example remain mission now understand laugh turn this born.,106782
41844,2021-04-15,Timothy Elliott,Electronics,East,Retail,43,967,Weight leader involve national executive describe recently role.,41581
41845,2021-07-21,Kayla Wang,Groceries,North,Wholesale,95,305,Cover author plant grow whole suffer fill.,28975
41846,2021-10-25,Jeffrey Compton,Toys,North,Online,63,1966,World star future big mind type look represent.,123858
41847,2024-01-26,Heather Mitchell,Groceries,East,Retail,42,1973,However interview really dog big there throughout medical according people right.,82866
41848,2021-07-03,Jake Delgado,Electronics,West,Online,67,4625,Husband measure third lay choose loss radio candidate set today.,309875
41849,2024-02-09,Abigail Anderson,Furniture,West,Online,18,2579,Really language born heavy motehr day weight style source pattern factor dream middle.,46422
41850,2020-07-16,Laura Sutton,Furniture,East,Online,53,562,Suffer throughout image couple body worry than about catch art enough Congress.,29786
41851,2021-06-04,Nicholas Martin,Furniture,East,Retail,4,670,Thus while factor skin girl check.,2680
41852,2024-03-02,Mike Newman,,South,Wholesale,58,4464,Apply him positive relate key certain success.,258912
41853,2024-03-14,Chris Buckley,Books,North,Retail,83,4008,Reflect person fast why those far shake believe relationship mention.,332664
41854,2023-09-10,Robert Contreras,Furniture,West,Online,94,4373,Guy shake art office card spend director.,411062
41855,2021-11-18,Aaron Hanson,Furniture,South,Wholesale,20,582,Land those two Mrs food impact near character perform interview country officer.,11640
41856,2021-04-11,Mary Price,Footwear,South,Wholesale,68,3518,Smile car do race stage purpose.,239224
41857,2021-08-18,Theresa Duncan,Footwear,South,Online,91,4467,Game real only hotel check cover Congress style character.,406497
41858,2020-05-18,Kelly Lucas,Books,East,Online,99,3601,Clear Republican sense professional dream same value very movie article make like woman.,356499
41859,2022-10-11,Rebecca Dawson,Groceries,,Retail,11,4310,Past reason born he firm dinner music street impact.,47410
41860,2020-08-29,Luis Mathis,Clothing,North,Online,88,3571,Beyond shoulder nation spring even thank first include current.,314248
41861,2020-11-11,John Jordan,Furniture,East,Retail,95,2702,Answer career subject focus feeling manager former never benefit pay say.,256690
41862,2021-10-28,Brian Bates,Footwear,West,Retail,46,2043,Whatever space theory energy add number decade return anything result month stuff.,93978
41863,2022-01-02,Chris Grant,Clothing,North,Retail,33,2161,Better place matter part economic teach kitchen different follow structure value argue opportunity.,71313
41864,2020-05-14,James Livingston,Toys,North,Retail,90,4474,Treat director majority trade throughout suggest thing rock official push PM argue heavy.,402660
41865,2023-04-26,Angela Quinn,Electronics,East,Online,27,1079,Marriage charge in start else prove rule each.,29133
41866,2021-08-01,Kimberly Wood,Clothing,East,Online,19,3303,Individual decision seven travel indicate she well.,62757
41867,2022-12-28,Dr. Sean Carpenter,Footwear,South,Wholesale,61,1759,Direction Democrat room lay skill over million support across practice group.,107299
41868,2021-03-14,Eric Garcia,Electronics,South,Wholesale,78,4867,Cost help rule several example must man south.,379626
41869,2020-03-17,Hayden Yates,Footwear,North,Online,28,2368,Popular allow relate up expect behind since not physical lose.,66304
41870,2021-02-03,Christine Lopez,Footwear,South,Retail,56,4134,Century tonight section art someone sing particularly everyone family life.,231504
41871,2021-01-08,Alexa Morrison,Clothing,North,Retail,1,2853,Into assume simply store remember because painting relate bar.,2853
41872,2022-11-01,Emily Tran,Furniture,West,Online,76,1357,Green series thought increase physical against particular set technology.,103132
41873,2024-02-19,Renee Martin,Toys,South,Wholesale,36,1848,Us method often positive wonder charge actually listen.,66528
41874,2022-01-27,Vanessa Underwood,Clothing,North,Wholesale,92,364,Century draw cup long issue forward news argue animal.,33488
41875,2022-01-18,Melanie Smith,Footwear,West,Wholesale,5,4966,President page mission figure medical agent.,24830
41876,2022-02-02,Jennifer Walker,Groceries,West,Online,49,465,Daughter hard former leader into arrive six staff question reduce north.,22785
41877,2021-02-20,Matthew Foley,Toys,South,Wholesale,86,3902,Down white me turn author half skill blue.,335572
41878,2020-07-25,Gary Henderson,Footwear,East,Wholesale,33,2483,Shake economy win occur sea social surface study break.,81939
41879,2020-12-06,Bobby Nguyen,Clothing,West,Retail,99,3351,Art inside sort sit that include life focus argue yes.,331749
41880,2021-12-21,Christopher Salinas,Electronics,South,Online,15,3679,Method son really listen above green miss responsibility.,55185
41881,2020-11-06,David Anderson,Footwear,South,Retail,50,697,Piece action parent to game but audience reality human group eat almost.,34850
41882,2023-08-24,Erik Brooks,Groceries,North,Online,64,837,Understand paper its activity above four meet try other fine far chair street.,53568
41883,2023-08-09,Cynthia Schmidt,Toys,South,Wholesale,75,2148,Where wear nothing adult certainly especially item open country share.,161100
41884,2021-09-16,Jacqueline Robertson,Clothing,South,Retail,50,1451,Mouth involve factor service try baby fall hit order establish fish.,72550
41885,2023-10-31,James Turner,Footwear,North,Online,25,4270,Sure outside green glass traditional from.,106750
41886,2024-03-30,Paul Pugh,Electronics,North,Retail,66,3193,Who because able save against institution different anything dark rather industry among.,210738
41887,2023-09-25,Jane Yang,Footwear,North,Wholesale,42,1048,Trial bag water role travel new card reach which share.,44016
41888,2020-03-23,Lisa Campbell,Toys,West,Online,79,1168,Artist adult once model at impact answer card necessary attention green half but.,92272
41889,2024-05-19,Susan Bauer,Electronics,North,Online,53,3584,Effect trade wind many design chair it city community agency hour race behavior.,189952
41890,2024-01-15,Kimberly Chapman,Furniture,West,Online,47,3327,View movie growth must peace operation event oil.,156369
41891,2022-10-23,Randy Smith,Electronics,East,Wholesale,81,140,Watch as together girl late when foot study lose line matter director center.,11340
41892,2024-01-19,James Armstrong,Toys,West,Online,43,1096,Effect name present physical until east inside.,47128
41893,2022-05-22,Richard Hoover,Footwear,North,Online,52,2951,Which board rich third middle heart imagine law use imagine.,153452
41894,2020-08-23,Kathleen Mccormick,Groceries,North,Wholesale,47,4378,Key however catch tonight pattern kitchen memory leave amount outside there.,205766
41895,2021-01-23,Stanley Parker,Books,East,Retail,19,4869,Edge report five leg more seat where car nature more fine create unit.,92511
41896,2021-01-27,Sarah Burns,Electronics,North,Retail,74,3618,Today response allow base camera paper.,267732
41897,2022-01-16,Eric Miller,Groceries,North,Retail,33,3683,Be likely above nothing better live century series eat through simply maintain.,121539
41898,2020-01-30,Sara Johnson,Toys,East,Online,75,3787,Rule effect price security individual recognize thing consider compare range.,284025
41899,2024-05-25,Crystal Frederick,Footwear,South,Online,35,3488,Have letter music bar issue top.,122080
41900,2022-09-08,Sarah Abbott,Books,East,Wholesale,26,1155,Pull mission otehr white yes live go level back exactly already it.,30030
41901,2023-03-17,Stephanie Bates,Clothing,,Wholesale,4,2964,Beyond identify everything magazine head past.,11856
41902,2021-08-27,Scott Stark,Electronics,West,Retail,41,2235,Activity speech staff production community agree.,91635
41903,2020-10-09,Lisa Johnson,Furniture,East,Retail,88,3190,Politics form anyone letter law create operation near sport finally behavior enter.,280720
41904,2020-08-25,David Nguyen,Clothing,East,Wholesale,54,2653,National from least realize become eye eye ever simply lot.,143262
41905,2021-12-31,Christopher Smith,Furniture,East,Online,16,882,List southern drive buy include behavior degree job among threat she.,14112
41906,2023-09-04,Tamara Chapman,Footwear,West,Retail,6,3712,See party father no right until race although training especially although level food.,22272
41907,2023-09-22,Rachel Aguirre,Groceries,East,Online,56,2123,Often soon treat study yet center treatment family us popular.,118888
41908,2020-01-31,Kenneth Ramirez,Groceries,West,Retail,57,4299,Story already consumer together let oil.,245043
41909,2022-09-04,Thomas Fleming,Toys,West,Wholesale,46,1975,Move wife media institution receive arrive morning someone sound.,90850
41910,2022-07-03,Tammy Harris,Books,West,Retail,47,2897,Age participant since idea call same wrong push.,136159
41911,2024-06-25,Michael Jackson,Footwear,South,Retail,12,4457,Protect goal million result everything kid meet.,53484
41912,2024-06-16,Diana Walsh,Furniture,North,Wholesale,96,2598,Life people opportunity may third nice newspaper sport if source social accept assume.,249408
41913,2020-07-25,James Bolton,Groceries,East,Online,85,4449,Would box walk second those quite.,378165
41914,2022-06-21,Robin Nelson,Footwear,North,Online,44,3966,Full fear rather such already them require.,174504
41915,2023-06-06,Jennifer Mooney,Toys,North,Online,38,4779,Sing serious land up degree purpose factor list future read.,181602
41916,2021-08-05,Brittany Rowe,Furniture,West,Wholesale,92,2664,Soon member pay indicate finally catch themselves.,245088
41917,2023-09-27,Trevor Green,Groceries,North,Online,40,3849,Base anyone operation believe see whose four easy central law right study.,153960
41918,2021-04-04,Janet Hicks,Furniture,East,Wholesale,61,440,Thought catch easy ready paper note particularly case listen former go interest.,26840
41919,2020-05-15,George Guerrero,Toys,East,Wholesale,25,4844,Spring the practice action know still despite news American worry.,121100
41920,2022-09-04,Richard Fuentes,Books,North,Retail,3,3659,Friend speak to build line every local right security like.,10977
41921,2020-10-10,Sandra Castillo,Clothing,North,Wholesale,90,3240,Other yes tree everyone interview unit reason he dog.,291600
41922,2022-04-29,Brandon Smith,Footwear,East,Online,1,1884,Choice scene class fine few time between traditional education.,1884
41923,2020-12-16,Charlene Anderson,Footwear,North,Online,92,3213,Reality six all reality new our use give quite her look southern would.,295596
41924,2020-01-17,Angela Huffman,Electronics,East,Retail,10,508,Within rise indicate support lay ago.,5080
41925,2023-05-23,Omar Vargas,,South,Online,50,2228,While candidate compare decision role company age main opportunity likely window.,111400
41926,2023-11-19,Mark Jenkins,Toys,East,Wholesale,78,3884,Any hotel cost production upon simply onto learn.,302952
41927,2023-11-23,Christopher Cooper,Toys,South,Retail,11,2884,Soon station low want star necessary road.,31724
41928,2021-02-17,Megan Vargas,Toys,South,Wholesale,21,3019,Decade figure low report firm city end.,63399
41929,2023-06-21,Christopher Clements,Toys,North,Online,65,4684,Stage life adult military identify author today director scientist over machine apply loss.,304460
